plants,operator,nrg_bal,siec,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CHP,PRR_MAIN,GEP,TOTAL,GWH,DE	93557.000 	86855.000 	80280.000 	78769.000 	80585.000 	82797.000 	77079.000 	76937.000 	71547.000 	71330.000 	65533.000 	65894.000 	61974.000 	61285.000 	58534.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,DK	13377.998 	14947.451 	11983.347 	16467.000 	21126.000 	18305.000 	23208.000 	28654.000 	27487.000 	27306.000 	29679.000 	36856.000 	26717.000 	31031.000 	37704.000 	30468.000 	29229.000 	26488.000 	30866.000 	33458.000 	37782.000 	44522.000 	30117.000 	34303.000 	30374.000 	27688.000 	33210.000 	22677.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,EA19	279525.537 	270310.304 	252922.552 	246700.008 	263146.962 	283255.673 	274259.234 	296877.765 	279313.097 	289490.554 	285734.029 	286636.786 	276474.863 	264549.314 	245544.540 	197334.184 	182936.598 	148953.830 	84137.000 	89672.000 	122976.000 	127670.000 	124474.000 	116410.000 	116128.000 	123462.000 	139759.000 	136670.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,EE	1438.070 	1192.000 	1207.000 	1198.000 	1185.000 	1090.000 	1045.000 	1246.000 	733.000 	820.000 	755.000 	932.000 	924.000 	889.000 	978.000 	895.000 	1062.000 	1098.000 	966.000 	1014.000 	938.000 	8929.000 	8529.000 	9022.000 	9077.000 	11760.000 	14491.000 	17027.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,EL	7637.101 	7523.000 	7735.000 	10087.000 	9090.000 	9245.000 	8935.000 	8378.000 	7383.000 	8623.000 	7090.000 	7737.000 	7078.000 	4945.000 	5321.000 	2178.000 	2379.000 	2342.000 	2911.000 	2790.000 	2740.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1600.000 	1537.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,EU28	501933.436 	499091.755 	477588.899 	469603.008 	497480.962 	521605.673 	529295.234 	555383.765 	506890.097 	516221.554 	518205.029 	524981.786 	500345.863 	487532.314 	482036.540 	418421.184 	405380.598 	365855.830 	300681.000 	311403.000 	351130.000 	371763.000 	347297.000 	337045.000 	332872.000 	336727.000 	371110.000 	365019.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,FI	13566.000 	14004.000 	13510.000 	14464.000 	16094.000 	16208.000 	17829.000 	19998.000 	17583.000 	17788.000 	17762.000 	18652.000 	18414.000 	19180.000 	19054.000 	18695.000 	17370.000 	15322.000 	13451.000 	13965.000 	12928.000 	13185.000 	12186.000 	11454.000 	10488.000 	10212.000 	9926.000 	9072.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,FR	11485.998 	10855.588 	9534.866 	8184.480 	9925.775 	12615.152 	13677.782 	12585.113 	8640.197 	12580.112 	11372.000 	10861.000 	11291.000 	11699.000 	10736.000 	10720.000 	8305.000 	5525.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,HR	3383.000 	1457.000 	1088.000 	925.000 	1969.000 	2529.000 	2621.000 	2589.000 	2085.000 	2086.000 	2116.000 	1875.000 	1877.000 	2121.000 	2022.000 	1328.000 	1254.000 	980.000 	1001.000 	927.000 	878.000 	762.000 	856.000 	763.000 	997.000 	874.000 	636.000 	556.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,HU	12677.000 	20489.000 	19918.000 	19507.000 	20035.000 	21674.000 	22788.000 	22804.000 	22430.000 	23133.000 	23053.000 	21141.000 	22154.000 	19249.000 	18229.000 	20504.000 	20023.000 	18460.000 	17755.000 	17688.000 	15544.000 	15482.000 	15466.000 	15539.000 	15404.000 	15960.000 	15687.000 	15521.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,IS	4610.982 	4570.000 	4516.000 	4768.000 	4762.000 	1517.000 	1305.000 	1470.000 	1543.000 	1559.000 	1423.000 	1432.000 	1149.000 	1058.000 	984.000 	970.000 	930.000 	849.000 	634.000 	224.000 	122.000 	114.000 	107.000 	104.000 	100.000 	89.000 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,IT	91392.398 	87793.000 	78125.000 	70744.000 	76591.000 	86063.000 	79751.000 	89740.000 	82200.000 	85920.000 	90144.000 	85595.000 	76988.000 	66604.000 	54982.000 	70148.000 	65341.000 	60101.000 	3113.000 	2612.000 	2155.000 	1464.000 	1229.000 	1104.000 	1011.000 	818.000 	784.000 	687.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,LI	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,LT	747.900 	1132.000 	2095.000 	1861.000 	2424.000 	2777.000 	2691.000 	3678.000 	13439.000 	12343.000 	12329.000 	11301.000 	13589.000 	17995.000 	18304.000 	16781.000 	13951.000 	10673.000 	12595.000 	16662.000 	14025.000 	15860.000 	13097.000 	9269.000 	13504.000 	18165.000 	28910.000 	27842.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,LU	180.251 	178.020 	185.982 	212.283 	231.379 	256.437 	269.996 	251.527 	209.528 	259.564 	245.733 	285.144 	270.226 	270.314 	251.540 	220.184 	202.598 	171.830 	26.000 	20.000 	17.000 	2.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,LV	2812.405 	3560.000 	3273.000 	2758.000 	2919.000 	2164.000 	3054.000 	2985.000 	1999.000 	2045.000 	1918.000 	2072.000 	1454.000 	1451.000 	1590.000 	1454.000 	1405.000 	1279.000 	1303.000 	1410.000 	1469.000 	1175.000 	966.000 	1103.000 	1006.000 	1241.000 	2283.000 	2043.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,MD	786.000 	820.000 	844.000 	831.000 	815.000 	866.000 	906.000 	949.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,MK	828.865 	569.092 	183.000 	196.000 	362.000 	298.000 	88.000 	25.000 	3.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,NL	22803.569 	22111.488 	23757.256 	27287.000 	28656.000 	32952.000 	33941.000 	43833.000 	41576.000 	41100.000 	42498.000 	40916.000 	45171.000 	41468.000 	36930.000 	38493.000 	38259.000 	35367.000 	33783.000 	36674.000 	70012.000 	67752.000 	64531.000 	62435.000 	60205.000 	59342.000 	58261.000 	55844.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,NO	471.000 	435.000 	484.000 	473.000 	464.000 	268.000 	200.000 	237.000 	140.000 	154.000 	158.000 	143.000 	118.000 	155.000 	165.000 	107.000 	99.000 	100.000 	100.000 	94.000 	94.000 	100.000 	100.000 	107.000 	105.000 	92.000 	104.000 	101.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,PL	136560.292 	136801.000 	137923.000 	129530.000 	132546.000 	134047.000 	141499.000 	139101.000 	135811.000 	133932.000 	138352.000 	140530.000 	134940.000 	132252.000 	140218.000 	132351.000 	133626.000 	133831.000 	130616.000 	130960.000 	130960.000 	131118.000 	126780.000 	123129.000 	121766.000 	121030.000 	123451.000 	124899.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,PT	192.540 	192.000 	193.000 	192.000 	192.000 	192.000 	193.000 	195.000 	334.000 	287.000 	341.000 	887.000 	953.000 	885.000 	557.000 	540.000 	551.000 	617.000 	732.000 	500.000 	393.000 	324.000 	478.000 	456.000 	458.000 	428.000 	231.000 	196.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,RO	8483.060 	8088.000 	8288.000 	9587.000 	10228.000 	12260.000 	12847.000 	10833.000 	12164.000 	14405.000 	15104.000 	14571.000 	15424.000 	14459.000 	15483.000 	15506.000 	17234.000 	17991.000 	17483.000 	20835.000 	25230.000 	31128.000 	30764.000 	29041.000 	30504.000 	32177.000 	40175.000 	50226.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,RS	12713.458 	14982.000 	13402.000 	11099.000 	14102.000 	15514.000 	15249.000 	15288.000 	15089.000 	15831.000 	18695.000 	19475.000 	18409.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,SE	9333.000 	9400.000 	8067.000 	7832.000 	9464.000 	9887.000 	11221.000 	13877.000 	10353.000 	8312.000 	8186.000 	7945.000 	7122.000 	8198.000 	8112.000 	6405.000 	5745.000 	4822.000 	5802.000 	5991.000 	5696.000 	8128.000 	6036.000 	6157.000 	5171.000 	4407.000 	3843.000 	2465.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,SI	5331.701 	5455.000 	4802.000 	4059.000 	4870.000 	5059.000 	5065.000 	5193.000 	4914.000 	5087.000 	5002.000 	4946.000 	4742.000 	4655.000 	4527.000 	4699.000 	4261.000 	3927.000 	3826.000 	4154.000 	3956.000 	3812.000 	3882.000 	3894.000 	3959.000 	3866.000 	3202.000 	3465.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,SK	15485.000 	14849.000 	15049.000 	15200.000 	16371.000 	16545.000 	16503.000 	15218.000 	14162.000 	17846.000 	17247.000 	23436.000 	23641.000 	23283.000 	24289.000 	22981.000 	22375.000 	5650.000 	6066.000 	4604.000 	4380.000 	4175.000 	4604.000 	3548.000 	3509.000 	5249.000 	6398.000 	6015.000 
CHP,PRR_MAIN,GEP,TOTAL,GWH,TR	3487.566 	3547.000 	3749.000 	4179.000 	3932.000 	3896.000 	4992.000 	3649.000 	2999.000 	2707.000 	2554.000 	2255.000 	2135.000 	1616.000 	12.000 	6.000 	3.000 	5.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,TOTAL,GWH,UA	8381.000 	10498.000 	10367.000 	10977.000 	12929.000 	13885.000 	14065.000 	13023.000 	10506.000 	12674.000 	13183.000 	15471.000 	20406.000 	20406.000 	17796.000 	15186.000 	14863.000 	14660.000 	14663.000 	14679.000 	15087.000 	15488.000 	16428.000 	17171.000 	19600.000 	21615.000 	23951.000 	25726.000 
CHP,PRR_MAIN,GEP,X9900,GWH,CZ	25.293 	25.000 	27.000 	27.000 	25.000 	22.000 	28.000 	25.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900,GWH,DE	417.000 	414.000 	389.000 	412.000 	243.000 	262.000 	223.000 	218.000 	174.000 	214.000 	262.000 	223.000 	208.000 	263.000 	222.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900,GWH,EA19	671.582 	634.848 	642.514 	633.814 	455.444 	501.688 	297.940 	288.000 	316.000 	363.000 	375.000 	224.000 	208.000 	263.000 	222.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900,GWH,EU28	696.875 	659.848 	669.514 	660.814 	480.444 	523.688 	325.940 	313.000 	316.000 	363.000 	375.000 	224.000 	208.000 	263.000 	222.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900,GWH,FI	21.000 	10.000 	9.000 	13.000 	19.000 	19.000 	52.000 	25.000 	47.000 	57.000 	2.000 	1.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900,GWH,FR	233.582 	210.848 	244.514 	208.814 	193.444 	220.688 	22.940 	45.000 	95.000 	92.000 	111.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900H,GWH,EA19	51.000 	71.000 	71.000 	90.000 	89.000 	76.000 	43.000 	72.000 	51.000 	107.000 	26.000 	27.000 	20.000 	17.000 	19.000 	20.000 	26.000 	27.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900H,GWH,EU28	51.000 	71.000 	71.000 	90.000 	89.000 	76.000 	43.000 	72.000 	51.000 	107.000 	26.000 	27.000 	20.000 	17.000 	19.000 	20.000 	26.000 	27.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GEP,X9900H,GWH,FI	51.000 	71.000 	71.000 	90.000 	89.000 	76.000 	43.000 	72.000 	51.000 	107.000 	26.000 	27.000 	20.000 	17.000 	19.000 	20.000 	26.000 	27.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	188.000 	138.000 	145.000 	114.000 	148.000 	157.000 	202.000 	212.000 	134.000 	169.000 	132.000 	236.000 	353.000 
CHP,PRR_MAIN,GHP,CF,TJ,AT	40540.656 	40357.964 	38735.653 	35691.160 	39966.092 	41274.822 	42340.342 	45070.186 	39065.127 	38735.838 	35071.623 	35935.931 	34963.564 	35488.000 	31387.000 	27719.000 	27550.000 	23874.000 	28126.000 	29480.000 	26477.000 	28166.000 	18259.000 	17640.000 	15540.000 	14974.000 	16411.000 	13248.000 
CHP,PRR_MAIN,GHP,CF,TJ,BA	1817.000 	1523.000 	1583.000 	1356.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,BE	21719.200 	26162.000 	27186.000 	25820.000 	28435.000 	31271.000 	33653.000 	34896.000 	30938.000 	28516.000 	26409.000 	31279.000 	19172.000 	23260.000 	22801.000 	22097.000 	22060.000 	21591.000 	16613.000 	12180.000 	12298.000 	10919.000 	9742.000 	9390.000 	9415.000 	9850.000 	9879.000 	9331.000 
CHP,PRR_MAIN,GHP,CF,TJ,BG	31768.278 	36928.000 	39240.000 	44618.000 	44242.000 	46466.000 	43821.000 	44279.000 	46875.000 	50046.000 	42022.000 	37835.000 	37854.000 	38736.000 	40692.000 	37360.000 	37904.000 	36549.000 	38855.000 	40724.000 	44323.000 	38025.000 	35444.000 	36773.000 	42062.000 	56486.000 	57473.000 	47805.000 
CHP,PRR_MAIN,GHP,CF,TJ,CY	53.890 	50.000 	51.000 	45.000 	42.000 	31.000 	31.000 	5.000 	4.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,CZ	86232.496 	87838.000 	84937.000 	83730.000 	96303.000 	95349.000 	93483.000 	98794.000 	79806.000 	86029.000 	84838.000 	84847.000 	89699.000 	97499.000 	99492.000 	90164.000 	95771.000 	88145.000 	86399.000 	99363.000 	111244.000 	116396.000 	106659.000 	92713.000 	88416.000 	88369.000 	88370.000 	88463.000 
CHP,PRR_MAIN,GHP,CF,TJ,DE	335348.000 	335174.000 	322592.000 	313589.000 	345534.000 	341725.000 	331682.000 	360228.000 	341636.000 	353403.000 	345203.000 	367337.000 	362699.000 	357156.000 	335322.000 	271445.000 	276270.000 	271318.000 	334945.000 	340924.000 	335834.000 	362644.000 	335714.000 	393425.000 	405504.000 	404187.000 	429919.000 	444104.000 
CHP,PRR_MAIN,GHP,CF,TJ,DK	69514.444 	67845.692 	63875.088 	64570.152 	80565.000 	80768.000 	83277.000 	98392.000 	83422.000 	82569.000 	81863.000 	89312.000 	90962.000 	93530.000 	95193.000 	95708.000 	96497.000 	88734.000 	92764.000 	95634.000 	92977.000 	97357.000 	83845.000 	76385.000 	74017.000 	64395.000 	62358.000 	53658.000 
CHP,PRR_MAIN,GHP,CF,TJ,EA19	871847.201 	891759.436 	847598.441 	833588.864 	895806.522 	890620.268 	894360.968 	931087.040 	858154.090 	856138.955 	844648.425 	885855.736 	851138.635 	860056.005 	756038.808 	674663.232 	666595.226 	612240.228 	624674.000 	633209.000 	623469.000 	646764.000 	582010.000 	623376.000 	629617.000 	636483.000 	675637.000 	668191.000 
CHP,PRR_MAIN,GHP,CF,TJ,EE	11098.154 	11966.000 	11229.000 	11408.000 	10526.000 	9568.000 	8868.000 	10299.000 	9652.000 	7062.000 	7690.000 	9071.000 	9282.000 	9576.000 	9983.000 	10144.000 	10845.000 	10667.000 	9594.000 	9385.000 	11581.000 	11570.000 	11161.000 	18836.000 	32507.000 	42441.000 	53326.000 	47438.000 
CHP,PRR_MAIN,GHP,CF,TJ,EL	2137.480 	2134.000 	2093.000 	2073.000 	1738.000 	1889.000 	2256.000 	1941.000 	2050.000 	1837.000 	1737.000 	2349.000 	2049.000 	1817.000 	1930.000 	1153.000 	1176.000 	1174.000 	1103.000 	1049.000 	1032.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160.000 	181.000 
CHP,PRR_MAIN,GHP,CF,TJ,EU28	1442962.578 	1472317.128 	1409330.529 	1388494.016 	1506256.522 	1511334.268 	1515273.968 	1616915.040 	1477880.090 	1476332.955 	1450996.425 	1505311.736 	1479601.635 	1501115.005 	1401888.808 	1296702.232 	1334105.226 	1235270.228 	1281081.000 	1347609.000 	1371022.000 	1407402.000 	1306066.000 	1297645.000 	1324582.000 	1322496.000 	1348744.000 	1353955.000 
CHP,PRR_MAIN,GHP,CF,TJ,FI	110192.000 	112780.000 	103030.000 	106998.000 	116581.000 	123295.000 	122827.000 	134509.000 	117641.000 	119126.000 	121267.000 	126626.000 	117442.000 	123460.000 	126531.000 	119319.000 	109139.000 	97162.000 	80200.000 	76676.000 	85427.000 	82762.000 	73907.000 	71676.000 	69552.000 	66312.000 	65988.000 	61560.000 
CHP,PRR_MAIN,GHP,CF,TJ,FR	76198.378 	72955.295 	65899.219 	61420.099 	66431.962 	71806.721 	75181.740 	67475.000 	72977.000 	66047.000 	60062.000 	53758.000 	58522.000 	59065.000 	59912.000 	59869.000 	54593.000 	37727.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,HR	10658.300 	9095.000 	8833.000 	8014.000 	9117.000 	8964.000 	9043.000 	9411.000 	8695.000 	8986.000 	8676.000 	8888.000 	9847.000 	9561.000 	9653.000 	8933.000 	9377.000 	8783.000 	10024.000 	10440.000 	10701.000 	11017.000 	10599.000 	10527.000 	11351.000 	10811.000 	11530.000 	11741.000 
CHP,PRR_MAIN,GHP,CF,TJ,HU	19653.000 	22079.000 	19356.000 	20903.000 	22062.000 	24758.000 	28994.000 	37109.000 	38008.000 	38726.000 	37907.000 	40193.000 	40709.000 	39876.000 	42435.000 	40033.000 	49265.000 	49156.000 	50926.000 	49231.000 	41610.000 	31124.000 	31550.000 	32154.000 	34691.000 	37091.000 	38315.000 	36172.000 
CHP,PRR_MAIN,GHP,CF,TJ,IT	151758.251 	155418.000 	138275.000 	129152.000 	128934.000 	112258.000 	109023.000 	92607.000 	76906.000 	80815.000 	83339.000 	83115.000 	72641.000 	69044.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,LT	13056.000 	12655.000 	12996.000 	15498.000 	18723.000 	19405.000 	19605.000 	22415.000 	20462.000 	20052.000 	20099.000 	24729.000 	22812.000 	22702.000 	19908.000 	18452.000 	18720.000 	17770.000 	19605.000 	23053.000 	22647.000 	24000.000 	23787.000 	25496.000 	22777.000 	25761.000 	35798.000 	34009.000 
CHP,PRR_MAIN,GHP,CF,TJ,LU	1910.774 	1563.930 	1571.862 	1723.605 	2365.468 	2270.725 	2348.886 	2293.854 	1801.963 	2323.117 	1996.802 	2478.805 	2349.071 	2335.005 	2189.808 	488.232 	354.226 	294.228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,LV	13378.601 	21128.000 	18447.000 	18185.000 	17490.000 	16419.000 	14505.000 	16569.000 	14209.000 	13680.000 	15635.000 	16236.000 	14238.000 	14411.000 	14477.000 	14223.000 	13586.000 	11350.000 	13313.000 	14426.000 	15533.000 	13386.000 	13720.000 	13718.000 	12056.000 	14463.000 	17241.000 	18280.000 
CHP,PRR_MAIN,GHP,CF,TJ,MD	6073.000 	6180.000 	5993.000 	5750.000 	5870.000 	6426.000 	6643.000 	6986.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,MK	1303.254 	1084.651 	449.000 	351.000 	878.000 	815.000 	290.000 	399.000 	365.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,NL	63329.156 	69785.247 	77222.707 	85210.000 	88267.000 	90084.000 	100321.000 	109389.000 	101328.000 	99211.000 	99670.000 	102801.000 	102407.000 	109146.000 	98303.000 	98941.000 	98767.000 	98588.000 	100383.000 	97235.000 	85678.000 	83924.000 	69310.000 	49269.000 	35389.000 	18801.000 	16591.000 	11678.000 
CHP,PRR_MAIN,GHP,CF,TJ,NO	7106.000 	6335.000 	5935.000 	6312.000 	5336.000 	4368.000 	3785.000 	3828.000 	2754.000 	3536.000 	3357.000 	3460.000 	3484.000 	3664.000 	3529.000 	2532.000 	2211.000 	2233.000 	2330.000 	2245.000 	2386.000 	2321.000 	2460.000 	2280.000 	2423.000 	2089.000 	1667.000 	1529.000 
CHP,PRR_MAIN,GHP,CF,TJ,PL	180758.793 	176667.000 	173335.000 	163216.000 	177406.000 	182834.000 	180817.000 	192952.000 	184163.000 	187795.000 	179214.000 	177471.000 	184223.000 	184058.000 	172859.000 	168423.000 	176849.000 	166040.000 	175684.000 	181880.000 	187460.000 	192895.000 	183638.000 	175125.000 	174595.000 	176524.000 	179506.000 	174726.000 
CHP,PRR_MAIN,GHP,CF,TJ,PT	35.000 	35.000 	35.000 	35.000 	35.000 	21.000 	21.000 	43.000 	1431.000 	1686.000 	1590.000 	3891.000 	3835.000 	3473.000 	2044.000 	2031.000 	2063.000 	2130.000 	1950.000 	2146.000 	1937.000 	1725.000 	1491.000 	1476.000 	1437.000 	1318.000 	1182.000 	1188.000 
CHP,PRR_MAIN,GHP,CF,TJ,RO	56513.066 	60736.000 	61114.000 	62167.000 	66232.000 	69967.000 	77129.000 	75300.000 	72172.000 	74626.000 	85708.000 	95736.000 	94463.000 	94980.000 	106610.000 	106235.000 	132707.000 	122667.000 	134748.000 	164881.000 	192941.000 	198527.000 	203622.000 	189216.000 	212359.000 	201015.000 	187661.000 	236420.000 
CHP,PRR_MAIN,GHP,CF,TJ,RS	3901.001 	3044.000 	2525.000 	2423.000 	3201.000 	3589.000 	3616.000 	3141.000 	2923.000 	3248.000 	3505.000 	3024.000 	3706.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,SE	116017.000 	119369.000 	111042.000 	107687.000 	114523.000 	111608.000 	104349.000 	129591.000 	106585.000 	91417.000 	86120.000 	85174.000 	80706.000 	82819.000 	78916.000 	75183.000 	69140.000 	62956.000 	67007.000 	72247.000 	66297.000 	75297.000 	68699.000 	61376.000 	57474.000 	51322.000 	47894.000 	36779.000 
CHP,PRR_MAIN,GHP,CF,TJ,SI	7440.661 	7305.000 	6955.000 	6267.000 	7138.000 	7102.000 	7341.000 	7527.000 	6975.000 	7130.000 	6681.000 	6877.000 	6947.000 	6676.000 	6494.000 	6131.000 	5798.000 	5505.000 	5848.000 	6175.000 	5750.000 	5952.000 	5672.000 	4919.000 	5277.000 	5225.000 	5724.000 	5233.000 
CHP,PRR_MAIN,GHP,CF,TJ,SK	23651.000 	22290.000 	21280.000 	20474.000 	23600.000 	22200.000 	24357.000 	25820.000 	21078.000 	16515.000 	18198.000 	19372.000 	21780.000 	22447.000 	24757.000 	22651.000 	25674.000 	13090.000 	12994.000 	20480.000 	19275.000 	21716.000 	19247.000 	17531.000 	20163.000 	33151.000 	23418.000 	21941.000 
CHP,PRR_MAIN,GHP,CF,TJ,TR	22515.200 	20126.000 	24302.000 	27861.000 	30139.000 	29124.000 	28871.000 	29840.000 	24673.000 	22435.000 	23971.000 	18991.000 	14669.000 	6164.000 	518.000 	251.000 	156.000 	115.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,CF,TJ,UA	46820.000 	48256.000 	54470.000 	77098.000 	82672.000 	105020.000 	95868.000 	107544.000 	103606.000 	109353.000 	105299.000 	121000.000 	150924.000 	62878.000 	56798.000 	75327.000 	79080.000 	81299.000 	87130.000 	78297.000 	90647.000 	107455.000 	101196.000 	108574.000 	123607.000 	134551.000 	132094.000 	108651.000 
CHP,PRR_MAIN,GHP,N9000,TJ,BG	696.204 	612.000 	635.000 	604.000 	655.000 	940.000 	922.000 	943.000 	967.000 	906.000 	854.000 	585.000 	602.000 	588.000 	680.000 	684.000 	595.000 	432.000 	300.000 	284.000 	280.000 	255.000 	248.000 	162.000 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,N9000,TJ,CZ	908.000 	883.000 	899.000 	871.000 	898.000 	983.000 	923.000 	1062.000 	985.000 	970.000 	1003.000 	1070.000 	1096.000 	1069.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,N9000,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	717.000 	674.000 	911.000 	674.000 	616.000 	644.000 	352.000 	4279.000 
CHP,PRR_MAIN,GHP,N9000,TJ,EA19	2096.000 	1976.000 	1968.000 	1795.000 	2147.000 	2115.000 	2210.000 	2499.000 	4211.000 	3881.000 	3962.000 	4310.000 	4163.000 	4249.000 	4186.000 	4214.000 	4318.000 	2163.000 	2362.000 	2531.000 	3336.000 	3398.000 	3509.000 	3200.000 	3435.000 	3486.000 	2531.000 	7015.000 
CHP,PRR_MAIN,GHP,N9000,TJ,EU28	4529.204 	4319.000 	4304.000 	4048.000 	4205.000 	4566.000 	4563.000 	5006.000 	6672.000 	6311.000 	6359.000 	6559.000 	6530.000 	6539.000 	5518.000 	5501.000 	5543.000 	3201.000 	3421.000 	3505.000 	4330.000 	4378.000 	3757.000 	3362.000 	3435.000 	3486.000 	2531.000 	7015.000 
CHP,PRR_MAIN,GHP,N9000,TJ,HU	829.000 	848.000 	802.000 	778.000 	505.000 	528.000 	508.000 	502.000 	509.000 	554.000 	540.000 	594.000 	669.000 	633.000 	652.000 	603.000 	630.000 	606.000 	759.000 	690.000 	714.000 	725.000 	: 	: 	: 	: 	: 	: 
