plants,operator,nrg_bal,siec,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
CHP,PRR_MAIN,GHP,N9000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	1945.000 	1877.000 	1927.000 	1993.000 	1930.000 	1979.000 	2171.000 	2305.000 	2212.000 	2163.000 	2362.000 	2531.000 	2619.000 	2724.000 	2598.000 	2526.000 	2819.000 	2842.000 	2179.000 	2736.000 
CHP,PRR_MAIN,GHP,N9000,TJ,SK	2096.000 	1976.000 	1968.000 	1795.000 	2147.000 	2115.000 	2210.000 	2499.000 	2266.000 	2004.000 	2035.000 	2317.000 	2233.000 	2270.000 	2015.000 	1909.000 	2106.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,N9000,TJ,UA	6329.000 	6339.000 	6234.000 	6565.000 	6839.000 	6805.000 	6403.000 	6413.000 	6412.000 	6402.000 	6541.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,RA200,TJ,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,RA200,TJ,IS	9896.618 	14945.000 	6869.000 	5835.000 	6073.000 	6158.000 	5772.000 	5750.000 	5804.000 	5914.000 	5759.000 	5473.000 	5418.000 	5292.000 	5182.000 	5188.000 	5096.000 	5046.000 	4731.000 	4550.000 	4544.000 	4491.000 	4687.000 	4630.000 	4561.000 	4615.000 	4401.000 	4474.000 
CHP,PRR_MAIN,GHP,RA200,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	188.000 	138.000 	145.000 	114.000 	148.000 	157.000 	202.000 	212.000 	134.000 	169.000 	132.000 	236.000 	353.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,AT	40540.656 	40357.964 	38735.653 	35691.160 	39966.092 	41274.822 	42340.342 	45070.186 	39065.127 	38735.838 	35071.623 	35935.931 	34963.564 	35488.000 	31387.000 	27719.000 	27550.000 	23874.000 	28126.000 	29480.000 	26477.000 	28166.000 	18259.000 	17640.000 	15540.000 	14974.000 	16411.000 	13248.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,BA	1817.000 	1523.000 	1583.000 	1356.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,BE	21719.200 	26162.000 	27186.000 	25820.000 	28435.000 	31271.000 	33653.000 	34896.000 	30938.000 	28516.000 	26409.000 	31279.000 	19172.000 	23260.000 	22801.000 	22097.000 	22060.000 	21591.000 	16613.000 	12180.000 	12298.000 	10919.000 	9742.000 	9390.000 	9415.000 	9850.000 	9879.000 	9331.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,BG	32464.482 	37540.000 	39875.000 	45222.000 	44897.000 	47406.000 	44743.000 	45222.000 	47842.000 	50952.000 	42876.000 	38420.000 	38456.000 	39324.000 	41372.000 	38044.000 	38499.000 	36981.000 	39155.000 	41008.000 	44603.000 	38280.000 	35692.000 	36935.000 	42062.000 	56486.000 	57473.000 	47805.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,CY	53.890 	50.000 	51.000 	45.000 	42.000 	31.000 	31.000 	5.000 	4.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,CZ	87413.720 	89015.000 	86109.000 	84952.000 	97591.000 	96725.000 	94804.000 	100234.000 	81006.000 	87197.000 	85993.000 	86100.000 	91087.000 	98568.000 	99492.000 	90164.000 	95771.000 	88145.000 	86399.000 	99363.000 	111244.000 	116396.000 	106659.000 	92713.000 	88416.000 	88369.000 	88370.000 	88463.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,DE	340265.000 	340256.000 	327538.000 	318432.000 	348880.000 	345415.000 	334993.000 	363105.000 	343296.000 	355456.000 	348095.000 	370297.000 	365038.000 	360532.000 	338153.000 	271445.000 	276270.000 	271318.000 	334945.000 	340924.000 	336551.000 	363318.000 	336625.000 	394099.000 	406120.000 	404831.000 	430271.000 	448383.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,DK	69514.444 	67845.692 	63875.088 	64570.152 	80565.000 	80768.000 	83277.000 	98392.000 	83422.000 	82569.000 	81863.000 	89312.000 	90962.000 	93530.000 	95193.000 	95708.000 	96497.000 	88734.000 	92764.000 	95634.000 	92977.000 	97357.000 	83845.000 	76385.000 	74017.000 	64395.000 	62358.000 	53658.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,EA19	882299.674 	902122.050 	858305.201 	843808.630 	904638.139 	899420.789 	901320.793 	937342.040 	865475.090 	863263.955 	852415.425 	893128.736 	857640.635 	867681.005 	763055.808 	678877.232 	670913.226 	614403.228 	627036.000 	635740.000 	626805.000 	650162.000 	585519.000 	626576.000 	633052.000 	639969.000 	678168.000 	675206.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,EE	11098.154 	11966.000 	11229.000 	11408.000 	10526.000 	9568.000 	8868.000 	10299.000 	9652.000 	7062.000 	7690.000 	9071.000 	9282.000 	9576.000 	9983.000 	10144.000 	10845.000 	10667.000 	9594.000 	9385.000 	11581.000 	11570.000 	11161.000 	18836.000 	32507.000 	42441.000 	53326.000 	47438.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,EL	2137.480 	2134.000 	2093.000 	2073.000 	1738.000 	1889.000 	2256.000 	1941.000 	2050.000 	1837.000 	1737.000 	2349.000 	2049.000 	1817.000 	1930.000 	1153.000 	1176.000 	1174.000 	1103.000 	1049.000 	1032.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160.000 	181.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,EU28	1461413.479 	1490346.742 	1427624.289 	1406570.782 	1523562.139 	1530027.789 	1530042.793 	1631026.040 	1493604.090 	1491514.955 	1466769.425 	1520746.736 	1494064.635 	1517576.005 	1414985.808 	1310532.232 	1346660.226 	1247546.228 	1292227.000 	1358572.000 	1383009.000 	1417584.000 	1318193.000 	1307417.000 	1336650.000 	1334193.000 	1351275.000 	1360970.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,FI	110617.000 	113032.000 	103325.000 	107436.000 	117260.000 	123751.000 	123883.000 	135078.000 	118194.000 	119619.000 	121275.000 	126629.000 	117442.000 	123460.000 	126531.000 	119319.000 	109139.000 	97162.000 	80200.000 	76676.000 	85427.000 	82762.000 	73907.000 	71676.000 	69552.000 	66312.000 	65988.000 	61560.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,FR	79132.851 	75954.909 	69349.979 	64535.865 	69044.579 	74312.242 	75564.565 	67785.000 	73874.000 	66745.000 	60967.000 	53758.000 	58522.000 	59065.000 	59912.000 	59869.000 	54593.000 	37727.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,HR	10658.300 	9095.000 	8833.000 	8014.000 	9117.000 	8964.000 	9043.000 	9411.000 	8695.000 	8986.000 	8676.000 	8888.000 	9847.000 	9561.000 	9653.000 	8933.000 	9377.000 	8783.000 	10024.000 	10440.000 	10701.000 	11017.000 	10599.000 	10527.000 	11351.000 	10811.000 	11530.000 	11741.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,HU	20482.000 	22927.000 	20158.000 	21681.000 	22567.000 	25286.000 	29502.000 	37611.000 	38517.000 	39280.000 	38447.000 	40787.000 	41378.000 	40509.000 	43087.000 	40636.000 	49895.000 	49762.000 	51685.000 	49921.000 	42324.000 	31849.000 	31550.000 	32154.000 	34691.000 	37091.000 	38315.000 	36172.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,IS	9896.618 	14945.000 	6869.000 	5835.000 	6073.000 	6158.000 	5772.000 	5750.000 	5804.000 	5914.000 	5759.000 	5473.000 	5418.000 	5292.000 	5182.000 	5188.000 	5096.000 	5046.000 	4731.000 	4550.000 	4544.000 	4491.000 	4687.000 	4630.000 	4561.000 	4615.000 	4401.000 	4474.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,IT	151758.251 	155418.000 	138275.000 	129152.000 	128934.000 	112258.000 	109023.000 	92607.000 	76906.000 	80815.000 	83339.000 	83115.000 	72641.000 	69044.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,LT	13056.000 	12655.000 	12996.000 	15498.000 	18723.000 	19405.000 	19605.000 	22415.000 	22407.000 	21929.000 	22026.000 	26722.000 	24742.000 	24681.000 	22079.000 	20757.000 	20932.000 	19933.000 	21967.000 	25584.000 	25266.000 	26724.000 	26385.000 	28022.000 	25596.000 	28603.000 	37977.000 	36745.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,LU	1910.774 	1563.930 	1571.862 	1723.605 	2365.468 	2270.725 	2348.886 	2293.854 	1801.963 	2323.117 	1996.802 	2478.805 	2349.071 	2335.005 	2189.808 	488.232 	354.226 	294.228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,LV	13378.601 	21128.000 	18447.000 	18185.000 	17496.000 	16419.000 	14505.000 	16569.000 	14209.000 	13680.000 	15635.000 	16236.000 	14238.000 	14411.000 	14477.000 	14223.000 	13586.000 	11350.000 	13313.000 	14426.000 	15533.000 	13386.000 	13720.000 	13718.000 	12056.000 	14463.000 	17241.000 	18280.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,MD	6073.000 	6180.000 	5993.000 	5750.000 	5870.000 	6426.000 	6643.000 	6986.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,MK	1303.254 	1084.651 	449.000 	351.000 	878.000 	815.000 	290.000 	399.000 	365.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,NL	63329.156 	69785.247 	77222.707 	85210.000 	88267.000 	90084.000 	100321.000 	109389.000 	101328.000 	99211.000 	99670.000 	102801.000 	102407.000 	109146.000 	98303.000 	98941.000 	98767.000 	98588.000 	100383.000 	97235.000 	85678.000 	83924.000 	69310.000 	49269.000 	35389.000 	18801.000 	16591.000 	11678.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,NO	7253.000 	6476.000 	5987.000 	6370.000 	5409.000 	4415.000 	3855.000 	3914.000 	2821.000 	3536.000 	3357.000 	3460.000 	3484.000 	3664.000 	3529.000 	2532.000 	2211.000 	2233.000 	2330.000 	2245.000 	2386.000 	2321.000 	2460.000 	2280.000 	2423.000 	2089.000 	1667.000 	1529.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,PL	180758.793 	176667.000 	173335.000 	163216.000 	177406.000 	182834.000 	180817.000 	192952.000 	184163.000 	187795.000 	179214.000 	177471.000 	184223.000 	184058.000 	172859.000 	168423.000 	176849.000 	166040.000 	175684.000 	181880.000 	187460.000 	192895.000 	183638.000 	175125.000 	174595.000 	176524.000 	179506.000 	174726.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,PT	35.000 	35.000 	35.000 	35.000 	35.000 	21.000 	21.000 	43.000 	1431.000 	1686.000 	1590.000 	3891.000 	3835.000 	3473.000 	2044.000 	2031.000 	2063.000 	2130.000 	1950.000 	2146.000 	1937.000 	1725.000 	1491.000 	1476.000 	1437.000 	1318.000 	1182.000 	1188.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,RO	56513.066 	60736.000 	61114.000 	62167.000 	66232.000 	69967.000 	77129.000 	75300.000 	72172.000 	74626.000 	85708.000 	95736.000 	94463.000 	94980.000 	106610.000 	106256.000 	132707.000 	122667.000 	134748.000 	164881.000 	192941.000 	198527.000 	203622.000 	189216.000 	212359.000 	201015.000 	187661.000 	236420.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,RS	3901.001 	3044.000 	2525.000 	2423.000 	3201.000 	3589.000 	3616.000 	3141.000 	2923.000 	3248.000 	3505.000 	3024.000 	3706.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,SE	121309.000 	124399.000 	116020.000 	112940.000 	120549.000 	118657.000 	109407.000 	134562.000 	112312.000 	96846.000 	91577.000 	90904.000 	86008.000 	89365.000 	83664.000 	83491.000 	76152.000 	72031.000 	74732.000 	79705.000 	73954.000 	81101.000 	77069.000 	67786.000 	66107.000 	59533.000 	47894.000 	36779.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,SI	7440.661 	7305.000 	6955.000 	6267.000 	7138.000 	7102.000 	7341.000 	7527.000 	6975.000 	7130.000 	6681.000 	6877.000 	6947.000 	6676.000 	6494.000 	6131.000 	5798.000 	5505.000 	5848.000 	6175.000 	5750.000 	5952.000 	5672.000 	4919.000 	5277.000 	5225.000 	5724.000 	5233.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,SK	25827.000 	24319.000 	23295.000 	22297.000 	25788.000 	24349.000 	26567.000 	28319.000 	23344.000 	18519.000 	20233.000 	21689.000 	24013.000 	24717.000 	26772.000 	24560.000 	27780.000 	13090.000 	12994.000 	20480.000 	19275.000 	21716.000 	19247.000 	17531.000 	20163.000 	33151.000 	23418.000 	21941.000 
CHP,PRR_MAIN,GHP,TOTAL,TJ,TR	22515.200 	20126.000 	24302.000 	27861.000 	30139.000 	29124.000 	28871.000 	29840.000 	24673.000 	22435.000 	23971.000 	18991.000 	14669.000 	6164.000 	518.000 	251.000 	156.000 	115.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,TOTAL,TJ,UA	53149.000 	54595.000 	60704.000 	83663.000 	89511.000 	111825.000 	102271.000 	113957.000 	110018.000 	115755.000 	111840.000 	121000.000 	150924.000 	62878.000 	56798.000 	75327.000 	79080.000 	81299.000 	87130.000 	78297.000 	90647.000 	107455.000 	101196.000 	108574.000 	123607.000 	134551.000 	132094.000 	108651.000 
CHP,PRR_MAIN,GHP,X9900,TJ,CZ	273.224 	294.000 	273.000 	351.000 	390.000 	393.000 	398.000 	378.000 	215.000 	198.000 	152.000 	183.000 	292.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,DE	4917.000 	5082.000 	4946.000 	4843.000 	3346.000 	3690.000 	3311.000 	2877.000 	1660.000 	2053.000 	2892.000 	2960.000 	2339.000 	3376.000 	2831.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,EA19	8276.473 	8333.614 	8691.760 	8396.766 	6643.617 	6652.521 	4749.825 	3756.000 	3110.000 	3244.000 	3805.000 	2963.000 	2339.000 	3376.000 	2831.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,EU28	8549.697 	8627.614 	8964.760 	8747.766 	7033.617 	7045.521 	5147.825 	4134.000 	3325.000 	3442.000 	3957.000 	3146.000 	2631.000 	3376.000 	2831.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,FI	425.000 	252.000 	295.000 	438.000 	679.000 	456.000 	1056.000 	569.000 	553.000 	493.000 	8.000 	3.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,FR	2934.473 	2999.614 	3450.760 	3115.766 	2612.617 	2505.521 	382.825 	310.000 	897.000 	698.000 	905.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,LV	: 	: 	: 	: 	6.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,NO	20.000 	17.000 	21.000 	25.000 	27.000 	45.000 	56.000 	45.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,GHP,X9900,TJ,SK	: 	: 	: 	: 	: 	1.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52.000 	38.000 	40.000 	32.000 	41.000 	44.000 	56.000 	59.000 	37.000 	47.000 	37.000 	66.000 	98.000 
CHP,PRR_MAIN,NEP,CF,GWH,AT	5318.618 	6046.791 	4805.821 	4384.711 	5181.253 	5725.474 	5099.428 	6430.461 	4688.416 	3960.771 	4029.817 	3668.103 	3664.683 	3435.000 	3118.000 	3859.000 	2723.000 	2472.000 	2359.000 	2293.000 	2349.000 	2748.000 	6505.000 	5901.000 	5395.000 	4636.000 	5601.000 	5349.000 
CHP,PRR_MAIN,NEP,CF,GWH,BA	218.000 	158.000 	220.000 	188.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,BE	7097.500 	8004.000 	7874.000 	6884.000 	8357.000 	9051.000 	8676.000 	9801.000 	9479.000 	9060.000 	9025.000 	9095.000 	5916.000 	6146.000 	6123.000 	5102.000 	4555.000 	4129.000 	2844.000 	2816.000 	7138.000 	7641.000 	7680.000 	7446.000 	6794.000 	7062.000 	7360.000 	6921.000 
CHP,PRR_MAIN,NEP,CF,GWH,BG	2634.043 	2869.000 	2912.000 	4065.000 	4121.000 	3932.000 	3733.000 	3981.000 	4461.000 	4292.000 	3732.000 	3334.000 	3493.000 	3392.000 	3058.000 	2831.000 	3227.000 	3085.000 	2706.000 	2892.000 	3137.000 	4081.000 	4476.000 	4771.000 	6025.000 	5334.000 	6825.000 	6575.000 
CHP,PRR_MAIN,NEP,CF,GWH,CY	14.926 	14.000 	14.000 	13.000 	12.000 	6.000 	8.000 	2.000 	1.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,CZ	31383.469 	30255.000 	29890.000 	30287.000 	30024.000 	30949.000 	31983.000 	31375.000 	11611.000 	11723.000 	10614.000 	10667.000 	10273.000 	10398.000 	9864.000 	9961.000 	10534.000 	9571.000 	8797.000 	7491.000 	7441.000 	7399.000 	6697.000 	5476.000 	4926.000 	4480.000 	4274.000 	4266.000 
CHP,PRR_MAIN,NEP,CF,GWH,DE	88173.000 	82055.000 	75206.000 	74082.000 	75697.000 	77993.000 	72759.000 	72489.000 	67224.000 	67168.000 	61565.000 	61728.000 	58018.000 	57227.000 	54654.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,DK	11993.374 	13491.116 	10963.857 	15099.000 	19526.000 	16809.000 	21532.000 	26670.000 	25578.000 	25550.000 	27729.000 	34435.000 	24885.000 	29015.000 	35291.000 	28561.000 	27708.000 	24970.000 	29101.000 	31684.000 	35495.000 	42095.000 	28283.000 	32199.000 	28475.000 	25880.000 	31141.000 	21141.000 
CHP,PRR_MAIN,NEP,CF,GWH,EA19	254749.814 	246191.420 	228895.989 	222633.207 	239094.232 	258444.984 	250580.350 	273669.283 	246303.451 	253835.573 	251198.550 	247434.247 	236096.909 	220650.314 	201142.540 	157429.184 	146866.598 	133588.830 	69621.000 	71450.000 	104521.000 	106418.000 	105352.000 	101542.000 	97208.000 	101649.000 	114747.000 	111655.000 
CHP,PRR_MAIN,NEP,CF,GWH,EE	1255.000 	1020.000 	1029.000 	1054.000 	1122.000 	953.000 	946.000 	1113.000 	657.000 	736.000 	676.000 	835.000 	832.000 	797.000 	866.000 	810.000 	954.000 	983.000 	862.000 	897.000 	741.000 	7826.000 	7454.000 	7886.000 	7968.000 	10388.000 	12925.000 	15294.000 
CHP,PRR_MAIN,NEP,CF,GWH,EL	6613.940 	6436.000 	6833.000 	8774.000 	8050.000 	8215.000 	7985.000 	7475.000 	6636.000 	7771.000 	6388.000 	6969.000 	6382.000 	4465.000 	4810.000 	1994.000 	2142.000 	2132.000 	2633.000 	2525.000 	2490.000 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1501.000 	1439.000 
CHP,PRR_MAIN,NEP,CF,GWH,EU28	447430.864 	437936.536 	417311.846 	409714.207 	437427.232 	459839.984 	467404.350 	493365.283 	439790.451 	447516.573 	450383.550 	453789.247 	428187.909 	413672.314 	406948.540 	346409.184 	337462.598 	318452.830 	253203.000 	260031.000 	300268.000 	314669.000 	296380.000 	289045.000 	281315.000 	280464.000 	308752.000 	305106.000 
CHP,PRR_MAIN,NEP,CF,GWH,FI	12919.000 	13337.000 	12903.000 	13771.000 	15340.000 	15456.000 	17047.000 	19148.000 	16816.000 	16947.000 	17006.000 	17883.000 	17668.000 	18374.000 	18265.000 	17844.000 	16468.000 	14725.000 	12810.000 	13248.000 	12233.000 	12470.000 	11389.000 	10716.000 	9802.000 	9544.000 	9277.000 	8478.000 
CHP,PRR_MAIN,NEP,CF,GWH,FR	10615.487 	10042.208 	8764.483 	7524.213 	9181.444 	11692.891 	12881.926 	11830.295 	8061.507 	11781.238 	10624.000 	10246.000 	10652.000 	11037.000 	10128.000 	10113.000 	7835.000 	5212.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,HR	3150.800 	1276.000 	958.000 	818.000 	1872.000 	2440.000 	2524.000 	2485.000 	1975.000 	1978.000 	2021.000 	1779.000 	1775.000 	1972.000 	1907.000 	1228.000 	1149.000 	875.000 	902.000 	805.000 	765.000 	657.000 	733.000 	648.000 	862.000 	776.000 	561.000 	432.000 
CHP,PRR_MAIN,NEP,CF,GWH,HU	4247.000 	4000.000 	3688.000 	3452.000 	4231.000 	5458.000 	6560.000 	6440.000 	6417.000 	7691.000 	7789.000 	7409.000 	7756.000 	6805.000 	6561.000 	5964.000 	5455.000 	3922.000 	3343.000 	3403.000 	1417.000 	1179.000 	1299.000 	1356.000 	1459.000 	1798.000 	1756.000 	1577.000 
CHP,PRR_MAIN,NEP,CF,GWH,IT	88490.411 	84941.000 	75642.000 	68451.000 	74244.000 	83801.000 	77715.000 	87470.000 	80145.000 	83823.000 	87927.000 	83446.000 	74962.000 	64759.000 	53415.000 	67768.000 	63064.000 	57875.000 	2890.000 	2433.000 	2012.000 	1339.000 	1142.000 	1021.000 	931.000 	741.000 	733.000 	643.000 
CHP,PRR_MAIN,NEP,CF,GWH,LI	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,LT	626.700 	991.000 	1913.000 	1674.000 	2182.000 	2492.000 	2384.000 	3348.000 	2278.000 	2137.000 	2192.000 	2289.000 	2872.000 	2539.000 	2477.000 	2273.000 	2228.000 	1897.000 	2326.000 	2721.000 	1643.000 	1567.000 	943.000 	1092.000 	914.000 	3080.000 	11120.000 	10044.000 
CHP,PRR_MAIN,NEP,CF,GWH,LU	180.251 	178.020 	185.981 	212.283 	231.379 	256.437 	269.996 	251.527 	209.528 	259.564 	245.733 	285.144 	270.226 	270.314 	251.540 	220.184 	202.598 	171.830 	26.000 	20.000 	17.000 	2.000 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,LV	2341.150 	3087.000 	2867.000 	2402.000 	2592.000 	1758.000 	2559.000 	2463.000 	1657.000 	1708.000 	1587.000 	1670.000 	1010.000 	1019.000 	1104.000 	1023.000 	827.000 	874.000 	860.000 	838.000 	715.000 	457.000 	514.000 	564.000 	515.000 	720.000 	1630.000 	1373.000 
CHP,PRR_MAIN,NEP,CF,GWH,MD	666.000 	689.000 	713.000 	710.000 	697.000 	740.000 	774.000 	809.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,MK	809.007 	546.229 	175.000 	188.000 	346.000 	281.000 	77.000 	22.000 	2.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CHP,PRR_MAIN,NEP,CF,GWH,NL	21974.116 	21244.401 	22716.704 	26077.000 	27408.156 	31588.182 	32787.000 	42481.000 	39991.000 	39527.000 	40867.000 	39288.000 	43391.000 	39967.000 	35604.000 	37101.000 	36857.000 	34100.000 	32574.000 	35476.000 	67469.000 	65194.000 	62026.000 	60134.000 	58175.000 	57448.000 	56385.000 	54068.000 
CHP,PRR_MAIN,NEP,CF,GWH,NO	471.000 	435.000 	484.000 	473.000 	464.000 	268.000 	200.000 	237.000 	136.000 	150.000 	153.000 	137.000 	114.000 	154.000 	160.000 	103.000 	99.000 	100.000 	100.000 	94.000 	94.000 	100.000 	100.000 	107.000 	98.000 	86.000 	97.000 	97.000 
CHP,PRR_MAIN,NEP,CF,GWH,PL	122551.222 	123438.000 	124683.000 	117083.000 	119774.000 	121085.000 	128030.000 	125852.000 	122842.000 	121495.000 	125865.000 	127964.000 	123140.000 	120372.000 	127733.000 	120330.000 	121366.000 	121550.000 	118675.000 	119153.000 	119197.000 	119830.000 	115997.000 	112564.000 	111400.000 	110673.000 	112848.000 	114057.000 
CHP,PRR_MAIN,NEP,CF,GWH,PT	192.540 	192.000 	193.000 	192.000 	192.000 	192.000 	193.000 	195.000 	311.000 	267.000 	318.000 	861.000 	924.000 	857.000 	530.000 	512.000 	523.000 	592.000 	707.000 	476.000 	373.000 	305.000 	451.000 	426.000 	424.000 	393.000 	218.000 	184.000 
CHP,PRR_MAIN,NEP,CF,GWH,RO	7714.142 	7344.000 	7537.000 	8720.000 	9332.000 	11102.000 	11635.000 	9774.000 	10958.000 	12931.000 	13536.000 	13044.000 	13845.000 	13026.000 	13334.000 	13895.000 	15584.000 	16303.000 	14627.000 	17467.000 	22809.000 	25199.000 	27707.000 	24545.000 	25947.000 	25623.000 	32955.000 	43080.000 
